Cluster NumberAM{HH1}AM,Household NumberAM{HH2}AM,parishAM{HH1A}AM,constituencyAM{HH1B}AM,enumeration districtAM{HH1C}AM,dwelling numberAM{HH2A}AM,household numberAM{HH2B}AM,Interviewer numberAM{HH3}AM,Supervisor NumberAM{HH4}AM,Day of interviewAM{HH5D}AM,Month of interviewAM{HH5M}AM,Year of interviewAM{HH5Y}AM,AreaAM{HH6}AM,Result of HH interviewAM{HH9}AM,Respondent HH questionnaireAM{HH10}AM,Number of household membersAM{HH11}AM,Total eligible womenAM{HH12}AM,Women interviews completedAM{HH13}AM,Total children under 5AM{HH14}AM,Child interviews completedAM{HH15}AM,Data entry clerkAM{HH16}AM,Serial NumberAM{HHS}AM,Total number of Women 15-49AM{TOHL6}AM,Total number of Children 5-14AM{TOHL7}AM,Total number of children Under 5 yearsAM{TOHL8}AM,Total number of Very SickAM{TOHL8A}AM,Total number of mothers deadAM{TOHL9}AM,Total number of mothers very sickAM{TOHL10A}AM,Total number of father deadAM{TOHL11}AM,Total number of fathers very sickAM{TOHL12A}AM,Main source info.AM{HL13}AM,Distance to Health centreAM{HL14}AM,Main source of drinking waterAM{WS1}AM,Main source of water used for other purposes (if bottled watAM{WS2}AM,Time to get water and come backAM{WS3}AM,Person fetching waterAM{WS4}AM,How Frequently is water availableAM{WS4A}AM,Treat water to make safer for drinkingAM{WS5}AM,BoilAM{WS6A}AM,Add bleach/chlorineAM{WS6B}AM,Strain it through a clothAM{WS6C}AM,Use water filterAM{WS6D}AM,Solar disinfectionAM{WS6E}AM,Let it stand and settleAM{WS6F}AM,OtherAM{WS6X}AM,WS6ZAM{WS6Z}AM,Kind of toilet facilityAM{WS7}AM,Toilet facility sharedAM{WS8}AM,Households using this toilet facilityAM{WS9}AM,Distance to nearest Primary SchoolAM{ED9}AM,Distance to nearest Secondary SchoolAM{ED10}AM,Have any usual member of your household died  in the last 12AM{OV2}AM,Of those who died is there any one between the ages of 18 anAM{OV3}AM,"If yes ,were any seriously ill for 3 of  the 12 months beforAM{OV4}AM",Total children aged 2-14 yearsAM{CD7}AM,Rank number of child (from response box)AM{CD9}AM,Child line numberAM{CD11}AM,Took away privilegesAM{CD12A}AM,Explaned why something was wrongAM{CD12B}AM,Shook him/herAM{CD12C}AM,Shouted yelled at or screamed at him/herAM{CD12D}AM,Gave him/hersomething else to doAM{CD12E}AM,"Spanked, hit or slapped him/her with bare handAM{CD12F}AM",Hit him/her   on the bottom with or elsewhere with a beltAM{CD12G}AM,"Called him/her dumb, lazyAM{CD12H}AM",Hit or slapped him/her on the faceAM{CD12I}AM,Hit or slapped him/her on the handAM{CD12J}AM,Beat him/her up with an implementAM{CD12K}AM,Did name ever require medical attentionAM{CD12L}AM,Do you believe to bring up you nedd to punish him/herAM{CD13}AM,Household weightAM{hhweight}AM,Education of household headAM{helevel}AM,Sex of household headAM{hhsex}AM,TOTAL URBANAM{TOTURB}AM
702026.0,15501.0,7.0,2.0,26.0,155.0,1.0,3087.0,3088.0,7.0,11.0,2005.0,Rural,Not at home,,,,,,,3.0,1552.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
702026.0,16401.0,7.0,2.0,26.0,164.0,1.0,3087.0,3088.0,26.0,10.0,2005.0,Rural,Completed,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1553.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RADIO,> 1 TO < 5 MILES,Unprotected spring,,40.0,Adult man,ALL THE TIME,Yes,,Add bleach/chlorine,Strain it through a cloth,,,,,,Pit latrine with slab,No,,1 MILE OR LESS,5 TO < 10 MILES,,,,,,,,,,,,,,,,,,,,0.495853,Primary,Male,
702026.0,17301.0,7.0,2.0,26.0,173.0,1.0,3087.0,3088.0,26.0,10.0,2005.0,Rural,Completed,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1554.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RADIO,> 1 TO < 5 MILES,Unprotected spring,,30.0,Adult man,ALL THE TIME,Yes,,Add bleach/chlorine,Strain it through a cloth,,,Let it stand and settle,,,Pit latrine with slab,No,,1 MILE OR LESS,> 1 TO < 5 MILES,,,,,,,,,,,,,,,,,,,,0.495853,Secondary,Male,
702026.0,18101.0,7.0,2.0,26.0,181.0,1.0,3087.0,3088.0,27.0,10.0,2005.0,Rural,Completed,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,> 1 TO < 5 MILES,Rainwater collection,,On premises,,ALL THE TIME,No,,,,,,,,,Pit latrine with slab,No,,1 MILE OR LESS,10 OR MORE,,,,,,,,,,,,,,,,,,,,0.495853,Secondary,Male,
702026.0,19001.0,7.0,2.0,26.0,190.0,1.0,3087.0,3088.0,27.0,10.0,2005.0,Rural,Completed,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1556.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RADIO,> 1 TO < 5 MILES,Unprotected spring,,60.0,Adult woman,ALL THE TIME,Yes,,,,,,Let it stand and settle,,,Pit latrine with slab,No,,1 MILE OR LESS,10 OR MORE,,,,,,,,,,,,,,,,,,,,0.495853,Secondary,Female,
702026.0,20101.0,7.0,2.0,26.0,201.0,1.0,3087.0,3088.0,27.0,10.0,2005.0,Rural,Completed,2.0,11.0,1.0,1.0,2.0,2.0,3.0,1557.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,> 1 TO < 5 MILES,Rainwater collection,,On premises,,ALL THE TIME,Yes,Boil,Add bleach/chlorine,Strain it through a cloth,,,,,,Pit latrine with slab,No,,1 MILE OR LESS,10 OR MORE,No,,,5.0,5.0,10.0,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,0.495853,Primary,Male,
702026.0,20701.0,7.0,2.0,26.0,207.0,1.0,3087.0,3088.0,27.0,10.0,2005.0,Rural,Completed,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RADIO,1 MILE OR LESS,Rainwater collection,,On premises,,ALL THE TIME,Yes,,Add bleach/chlorine,Strain it through a cloth,,,,,,Pit latrine with slab,No,,1 MILE OR LESS,10 OR MORE,,,,,,,,,,,,,,,,,,,,0.495853,Secondary,Male,
702032.0,201.0,7.0,2.0,32.0,2.0,1.0,2814.0,3088.0,28.0,10.0,2005.0,Urban,Completed,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,1 MILE OR LESS,Public tap/standpipe,,10.0,Adult woman,MOST TIMES,No,,,,,,,,,Flush to absorption pit,No,,> 1 TO < 5 MILES,> 1 TO < 5 MILES,,,,,,,,,,,,,,,,,,,,0.495853,Higher,Female,TOTAL URBAN
702032.0,601.0,7.0,2.0,32.0,6.0,1.0,2814.0,3088.0,28.0,10.0,2005.0,Urban,Completed,1.0,3.0,2.0,2.0,0.0,0.0,2.0,1376.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,1 MILE OR LESS,Rainwater collection,,On premises,,MOST TIMES,Yes,Boil,,,,,,,,Pit latrine with slab,No,,> 1 TO < 5 MILES,> 1 TO < 5 MILES,No,,,,,,,,,,,,,,,,,,,0.495853,Secondary,Female,TOTAL URBAN
702032.0,1201.0,7.0,2.0,32.0,12.0,1.0,2814.0,3088.0,28.0,10.0,2005.0,Urban,Completed,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RADIO,1 MILE OR LESS,Public tap/standpipe,,20.0,Adult man,MOST TIMES,Yes,Boil,Add bleach/chlorine,,,,,,,Pit latrine with slab,No,,> 1 TO < 5 MILES,> 1 TO < 5 MILES,,,,,,,,,,,,,,,,,,,,0.495853,Secondary,Male,TOTAL URBAN
702032.0,1701.0,7.0,2.0,32.0,17.0,1.0,2814.0,3088.0,28.0,10.0,2005.0,Urban,Completed,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1378.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,1 MILE OR LESS,Public tap/standpipe,,25.0,Adult woman,MOST TIMES,Yes,,Add bleach/chlorine,,,,,,,Pit latrine with slab,No,,> 1 TO < 5 MILES,> 1 TO < 5 MILES,No,,,1.0,1.0,2.0,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,0.495853,Secondary,Female,TOTAL URBAN
702032.0,2301.0,7.0,2.0,32.0,23.0,1.0,2814.0,3088.0,31.0,10.0,2005.0,Urban,Completed,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,> 1 TO < 5 MILES,Rainwater collection,,On premises,,ALL THE TIME,Yes,Boil,,,,,,,,Pit latrine with slab,Yes,3.0,> 1 TO < 5 MILES,> 1 TO < 5 MILES,,,,,,,,,,,,,,,,,,,,0.495853,Secondary,Female,TOTAL URBAN
702032.0,2801.0,7.0,2.0,32.0,28.0,1.0,2814.0,3088.0,31.0,10.0,2005.0,Urban,Completed,1.0,3.0,0.0,0.0,0.0,0.0,2.0,1380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RADIO,> 1 TO < 5 MILES,Rainwater collection,,On premises,,ALL THE TIME,No,,,,,,,,,Pit latrine with slab,Yes,3.0,> 1 TO < 5 MILES,> 1 TO < 5 MILES,,,,,,,,,,,,,,,,,,,,0.495853,Secondary,Female,TOTAL URBAN
702032.0,3301.0,7.0,2.0,32.0,33.0,1.0,2814.0,3088.0,31.0,10.0,2005.0,Urban,Completed,2.0,6.0,1.0,1.0,0.0,0.0,2.0,1381.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,RADIO,> 1 TO < 5 MILES,Public tap/standpipe,,15.0,Adult man,ALL THE TIME,Yes,Boil,Add bleach/chlorine,,,,,,,Pit latrine with slab,No,,> 1 TO < 5 MILES,> 1 TO < 5 MILES,No,,,2.0,1.0,5.0,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,0.495853,Primary,Male,TOTAL URBAN
702032.0,3901.0,7.0,2.0,32.0,39.0,1.0,2814.0,3088.0,31.0,10.0,2005.0,Urban,Completed,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1382.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,> 1 TO < 5 MILES,Rainwater collection,,On premises,,ALL THE TIME,Yes,,Add bleach/chlorine,,,,,,,Flush to absorption pit,No,,> 1 TO < 5 MILES,> 1 TO < 5 MILES,No,,,2.0,2.0,2.0,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,0.495853,Higher,Female,TOTAL URBAN
702032.0,4401.0,7.0,2.0,32.0,44.0,1.0,2814.0,3088.0,1.0,11.0,2005.0,Urban,Completed,1.0,6.0,1.0,1.0,0.0,0.0,2.0,1383.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,> 1 TO < 5 MILES,Rainwater collection,,On premises,,ALL THE TIME,Yes,Boil,,,,,,,,Flush to absorption pit,No,,> 1 TO < 5 MILES,> 1 TO < 5 MILES,No,,,2.0,1.0,5.0,No,No,No,No,No,No,No,No,No,No,No,No,No,0.495853,Secondary,Female,TOTAL URBAN
702032.0,4901.0,7.0,2.0,32.0,49.0,1.0,2814.0,3088.0,1.0,11.0,2005.0,Urban,Completed,3.0,7.0,2.0,2.0,2.0,2.0,2.0,1384.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,> 1 TO < 5 MILES,Rainwater collection,,On premises,,ALL THE TIME,Yes,Boil,,,,,,,,Flush to absorption pit,No,,> 1 TO < 5 MILES,> 1 TO < 5 MILES,No,,,2.0,2.0,6.0,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,0.495853,Higher,Male,TOTAL URBAN
702032.0,5501.0,7.0,2.0,32.0,55.0,1.0,2814.0,3088.0,1.0,11.0,2005.0,Urban,Completed,2.0,5.0,1.0,1.0,0.0,0.0,2.0,1385.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,> 1 TO < 5 MILES,Rainwater collection,,On premises,,ALL THE TIME,Yes,Boil,Add bleach/chlorine,,,,,,,Flush to absorption pit,No,,> 1 TO < 5 MILES,> 1 TO < 5 MILES,No,,,3.0,1.0,3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,0.495853,Secondary,Male,TOTAL URBAN
702032.0,6001.0,7.0,2.0,32.0,60.0,1.0,2814.0,3088.0,1.0,11.0,2005.0,Urban,Completed,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RADIO,> 1 TO < 5 MILES,Rainwater collection,,On premises,,ALL THE TIME,No,,,,,,,,,Pit latrine with slab,No,,> 1 TO < 5 MILES,> 1 TO < 5 MILES,,,,,,,,,,,,,,,,,,,,0.495853,None,Female,TOTAL URBAN
702032.0,6701.0,7.0,2.0,32.0,67.0,1.0,2814.0,3088.0,2.0,11.0,2005.0,Urban,Completed,1.0,4.0,0.0,0.0,0.0,0.0,2.0,1387.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,RADIO,> 1 TO < 5 MILES,Rainwater collection,,On premises,,ALL THE TIME,No,,,,,,,,,Flush to absorption pit,No,,> 1 TO < 5 MILES,> 1 TO < 5 MILES,Yes,No,,1.0,1.0,4.0,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,0.495853,Secondary,Male,TOTAL URBAN
702032.0,7201.0,7.0,2.0,32.0,72.0,1.0,2814.0,3088.0,2.0,11.0,2005.0,Urban,Completed,2.0,4.0,1.0,1.0,0.0,0.0,1.0,1388.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,RADIO,> 1 TO < 5 MILES,Rainwater collection,,On premises,,MOST TIMES,No,,,,,,,,,Pit latrine with slab,No,,> 1 TO < 5 MILES,> 1 TO < 5 MILES,No,,,2.0,2.0,4.0,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,0.495853,Secondary,Male,TOTAL URBAN
702032.0,7601.0,7.0,2.0,32.0,76.0,1.0,2814.0,3088.0,2.0,11.0,2005.0,Urban,Completed,1.0,3.0,0.0,0.0,0.0,0.0,2.0,1389.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,RADIO,> 1 TO < 5 MILES,Rainwater collection,,On premises,,MOST TIMES,Yes,Boil,,,,,,,,Pit latrine with slab,No,,> 1 TO < 5 MILES,> 1 TO < 5 MILES,No,,,2.0,1.0,2.0,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,0.495853,Secondary,Male,TOTAL URBAN
702032.0,8301.0,7.0,2.0,32.0,83.0,1.0,2814.0,3088.0,2.0,11.0,2005.0,Urban,Completed,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RADIO,> 1 TO < 5 MILES,Rainwater collection,,On premises,,MOST TIMES,No,,,,,,,,,Pit latrine with slab,Yes,4.0,> 1 TO < 5 MILES,> 1 TO < 5 MILES,,,,,,,,,,,,,,,,,,,,0.495853,Secondary,Male,TOTAL URBAN
702032.0,8801.0,7.0,2.0,32.0,88.0,1.0,2814.0,3088.0,4.0,11.0,2005.0,Urban,Completed,2.0,5.0,1.0,1.0,0.0,0.0,2.0,1391.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,> 1 TO < 5 MILES,Rainwater collection,,On premises,,MOST TIMES,No,,,,,,,,,Flush to absorption pit,No,,> 1 TO < 5 MILES,> 1 TO < 5 MILES,,,,,,,,,,,,,,,,,,,,0.495853,Secondary,Male,TOTAL URBAN
702032.0,9201.0,7.0,2.0,32.0,92.0,1.0,2814.0,3088.0,4.0,11.0,2005.0,Urban,Completed,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RADIO,> 1 TO < 5 MILES,Rainwater collection,,On premises,,MOST TIMES,No,,,,,,,,,Pit latrine with slab,Yes,2.0,> 1 TO < 5 MILES,> 1 TO < 5 MILES,,,,,,,,,,,,,,,,,,,,0.495853,Primary,Male,TOTAL URBAN
702032.0,9901.0,7.0,2.0,32.0,99.0,1.0,2814.0,3088.0,4.0,11.0,2005.0,Urban,Completed,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1393.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RADIO,> 1 TO < 5 MILES,Rainwater collection,,On premises,,ALL THE TIME,Yes,,Add bleach/chlorine,,,,,,,Pit latrine with slab,No,,1 MILE OR LESS,> 1 TO < 5 MILES,,,,,,,,,,,,,,,,,,,,0.495853,None,Female,TOTAL URBAN
702032.0,10301.0,7.0,2.0,32.0,103.0,1.0,2814.0,3088.0,4.0,11.0,2005.0,Urban,Vacant,,,,,,,2.0,1394.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,TOTAL URBAN
702032.0,10901.0,7.0,2.0,32.0,109.0,1.0,2814.0,3088.0,7.0,11.0,2005.0,Urban,Completed,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RADIO,> 1 TO < 5 MILES,Unprotected spring,,20.0,Adult man,ALL THE TIME,No,,,,,,,,,No facilities or bush or field,,,> 1 TO < 5 MILES,> 1 TO < 5 MILES,,,,,,,,,,,,,,,,,,,,0.495853,None,Male,TOTAL URBAN
702032.0,11401.0,7.0,2.0,32.0,114.0,1.0,2814.0,3088.0,7.0,11.0,2005.0,Urban,Completed,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RADIO,> 1 TO < 5 MILES,Rainwater collection,,On premises,,ALL THE TIME,Yes,,Add bleach/chlorine,,,,,,,Pit latrine with slab,No,,> 1 TO < 5 MILES,> 1 TO < 5 MILES,,,,,,,,,,,,,,,,,,,,0.495853,Secondary,Male,TOTAL URBAN
702032.0,11901.0,7.0,2.0,32.0,119.0,1.0,2814.0,3088.0,7.0,11.0,2005.0,Urban,Completed,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1397.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,RADIO,> 1 TO < 5 MILES,Rainwater collection,,On premises,,ALL THE TIME,Yes,Boil,,,,,,,,Flush to absorption pit,No,,> 1 TO < 5 MILES,> 1 TO < 5 MILES,No,,,,,,,,,,,,,,,,,,,0.495853,Secondary,Male,TOTAL URBAN
702032.0,12501.0,7.0,2.0,32.0,125.0,1.0,2814.0,3088.0,7.0,11.0,2005.0,Urban,Completed,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1398.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,RADIO,> 1 TO < 5 MILES,Rainwater collection,,On premises,,ALL THE TIME,No,,,,,,,,,Flush to absorption pit,No,,> 1 TO < 5 MILES,> 1 TO < 5 MILES,No,,,1.0,1.0,3.0,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,0.495853,Secondary,Male,TOTAL URBAN
702044.0,301.0,7.0,2.0,44.0,3.0,1.0,2814.0,3088.0,8.0,11.0,2005.0,Rural,Completed,1.0,3.0,0.0,0.0,0.0,0.0,1.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,> 1 TO < 5 MILES,Rainwater collection,,On premises,,MOST TIMES,No,,,,,,,,,Pit latrine with slab,No,,> 1 TO < 5 MILES,5 TO < 10 MILES,No,,,,,,,,,,,,,,,,,,,0.495853,None,Male,
702044.0,901.0,7.0,2.0,44.0,9.0,1.0,2814.0,3088.0,8.0,11.0,2005.0,Rural,Completed,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1399.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,> 1 TO < 5 MILES,Rainwater collection,,On premises,,MOST TIMES,Yes,,Add bleach/chlorine,,,,,,,Pit latrine with slab,Yes,2.0,> 1 TO < 5 MILES,5 TO < 10 MILES,,,,,,,,,,,,,,,,,,,,0.495853,Primary,Female,
702044.0,1301.0,7.0,2.0,44.0,13.0,1.0,2814.0,3088.0,8.0,11.0,2005.0,Rural,Completed,1.0,4.0,1.0,1.0,0.0,0.0,1.0,1400.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,> 1 TO < 5 MILES,Rainwater collection,,On premises,,MOST TIMES,Yes,,Add bleach/chlorine,,,,,,,Pit latrine with slab,Yes,2.0,> 1 TO < 5 MILES,5 TO < 10 MILES,No,,,2.0,2.0,4.0,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,0.495853,Secondary,Female,
702044.0,1801.0,7.0,2.0,44.0,18.0,1.0,2814.0,3088.0,8.0,11.0,2005.0,Rural,HH not found/destroyed,,,,,,,1.0,1576.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
702044.0,2401.0,7.0,2.0,44.0,24.0,1.0,2814.0,3088.0,9.0,10.0,2005.0,Rural,Completed,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1577.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,> 1 TO < 5 MILES,Rainwater collection,,On premises,,ALL THE TIME,Yes,Boil,,,,,,,,Flush to absorption pit,No,,> 1 TO < 5 MILES,5 TO < 10 MILES,,,,,,,,,,,,,,,,,,,,0.495853,Secondary,Female,
702044.0,2901.0,7.0,2.0,44.0,29.0,1.0,2814.0,3088.0,9.0,11.0,2005.0,Rural,Completed,2.0,4.0,0.0,0.0,0.0,0.0,1.0,1578.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,RADIO,> 1 TO < 5 MILES,Rainwater collection,,On premises,,ALL THE TIME,Yes,Boil,,,,,,,,Pit latrine with slab,No,,> 1 TO < 5 MILES,> 1 TO < 5 MILES,No,,,2.0,2.0,4.0,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,0.495853,Secondary,Male,
702044.0,3901.0,7.0,2.0,44.0,39.0,1.0,2814.0,3088.0,9.0,11.0,2005.0,Rural,Completed,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1579.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RADIO,> 1 TO < 5 MILES,Rainwater collection,,On premises,,ALL THE TIME,Yes,,Add bleach/chlorine,,,,,,,Pit latrine with slab,No,,> 1 TO < 5 MILES,5 TO < 10 MILES,,,,,,,,,,,,,,,,,,,,0.495853,Primary,Male,
702044.0,3902.0,7.0,2.0,44.0,39.0,2.0,2814.0,3088.0,9.0,11.0,2005.0,Rural,Vacant,,,,,,,1.0,1580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
702044.0,4001.0,7.0,2.0,44.0,40.0,1.0,2814.0,3088.0,9.0,11.0,2005.0,Rural,Other,,,,,,,1.0,9999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
702044.0,4401.0,7.0,2.0,44.0,44.0,1.0,2814.0,3088.0,9.0,11.0,2005.0,Rural,Not at home,,,,,,,1.0,1581.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
702044.0,4801.0,7.0,2.0,44.0,48.0,1.0,2814.0,3088.0,11.0,11.0,2005.0,Rural,Completed,1.0,7.0,0.0,0.0,0.0,0.0,1.0,1582.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,> 1 TO < 5 MILES,Rainwater collection,,On premises,,ALL THE TIME,Yes,Boil,,,,,,,,Flush to absorption pit,No,,> 1 TO < 5 MILES,> 1 TO < 5 MILES,No,,,2.0,2.0,7.0,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,0.495853,Secondary,Male,
702044.0,5201.0,7.0,2.0,44.0,52.0,1.0,2814.0,3088.0,11.0,11.0,2005.0,Rural,Completed,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1583.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,RADIO,> 1 TO < 5 MILES,Rainwater collection,,On premises,,MOST TIMES,Yes,Boil,,,,,,,,Pit latrine with slab,No,,> 1 TO < 5 MILES,> 1 TO < 5 MILES,No,,,1.0,1.0,3.0,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,0.495853,Secondary,Male,
702044.0,5701.0,7.0,2.0,44.0,57.0,1.0,2814.0,3088.0,11.0,11.0,2005.0,Rural,Completed,2.0,8.0,1.0,1.0,1.0,1.0,1.0,1584.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,RADIO,> 1 TO < 5 MILES,Unprotected spring,,60.0,Adult woman,ALL THE TIME,No,,,,,,,,,Pit latrine with slab,No,,> 1 TO < 5 MILES,> 1 TO < 5 MILES,No,,,4.0,4.0,8.0,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,0.495853,Secondary,Female,
702044.0,6201.0,7.0,2.0,44.0,62.0,1.0,2814.0,3088.0,11.0,11.0,2005.0,Rural,Completed,2.0,4.0,1.0,1.0,2.0,2.0,1.0,1585.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,TELEVISION,> 1 TO < 5 MILES,Unprotected spring,,10.0,Adult man,ALL THE TIME,Yes,Boil,,,,,,,,Pit latrine with slab,Yes,2.0,> 1 TO < 5 MILES,> 1 TO < 5 MILES,No,,,1.0,1.0,3.0,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,0.495853,Secondary,Male,
702044.0,7001.0,7.0,2.0,44.0,70.0,1.0,2814.0,3088.0,12.0,11.0,2005.0,Rural,Completed,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1586.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RADIO,> 1 TO < 5 MILES,Rainwater collection,,On premises,,MOST TIMES,No,,,,,,,,,No facilities or bush or field,,,> 1 TO < 5 MILES,> 1 TO < 5 MILES,,,,,,,,,,,,,,,,,,,,0.495853,Secondary,Female,
702044.0,7201.0,7.0,2.0,44.0,72.0,1.0,2814.0,3088.0,12.0,11.0,2005.0,Rural,Completed,2.0,3.0,1.0,1.0,0.0,0.0,1.0,1587.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RADIO,1 MILE OR LESS,Rainwater collection,,On premises,,ALL THE TIME,No,,,,,,,,,Flush to absorption pit,No,,1 MILE OR LESS,5 TO < 10 MILES,No,,,,,,,,,,,,,,,,,,,0.495853,Higher,Male,
702044.0,7701.0,7.0,2.0,44.0,77.0,1.0,2814.0,3088.0,12.0,11.0,2005.0,Rural,Completed,2.0,6.0,1.0,1.0,0.0,0.0,1.0,1588.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,RADIO,1 MILE OR LESS,Rainwater collection,,On premises,,ALL THE TIME,No,,,,,,,,,Pit latrine with slab,Yes,2.0,1 MILE OR LESS,5 TO < 10 MILES,No,,,3.0,1.0,4.0,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,0.495853,Primary,Male,
